index,County,(To sort by county and year),(To sort by year and county),Year,State and County FIPS Code,Total Actual Costs,Total Standardized Costs,Total Standardized Risk-Adjusted Costs,Actual Per Capita Costs,Standardized Per Capita Costs,Standardized Risk-Adjusted Per Capita Costs,IP Actual Costs,IP Actual Costs as % of Total Actual Costs,IP Per Capita Actual Costs,IP Per User Actual Costs,IP Standardized Costs,IP Standardized Costs as % of Total Standardized Costs,IP Per Capita Standardized Costs,IP Per User Standardized Costs,IP Users (with a covered stay),% of Beneficiaries Using IP,IP Covered Stays Per 1000 Beneficiaries,IP Covered Days Per 1000 Beneficiaries,PAC: LTCH Actual Costs,PAC: LTCH Actual Costs as % of Total Actual Costs,PAC: LTCH Per Capita Actual Costs,PAC: LTCH Per User Actual Costs,PAC: LTCH Standardized Costs,PAC: LTCH Standardized Costs as % of Total Standardized Costs,PAC: LTCH Per Capita Standardized Costs,PAC: LTCH Per User Standardized Costs,# PAC: LTCH Users (with a covered stay),% of Beneficiaries Using PAC: LTCH,PAC: LTCH Covered Stays Per 1000 Beneficiaries,PAC: LTCH Covered Days Per 1000 Beneficiaries,PAC: IRF Actual Costs,PAC: IRF Actual Costs as % of Total Actual Costs,PAC: IRF Per Capita Actual Costs,PAC: IRF Per User Actual Costs,PAC: IRF Standardized Costs,PAC: IRF Standardized Costs as % of Total Standardized Costs,PAC: IRF Per Capita Standardized Costs,PAC: IRF Per User Standardized Costs,# PAC: IRF Users (with a covered stay),% of Beneficiaries Using PAC: IRF,PAC: IRF Covered Stays Per 1000 Beneficiaries,PAC: IRF Covered Days Per 1000 Beneficiaries,PAC: SNF Actual Costs,PAC: SNF Actual Costs as % of Total Actual Costs,PAC: SNF Per Capita Actual Costs,PAC: SNF Per User Actual Costs,PAC: SNF Standardized Costs,PAC: SNF Standardized Costs as % of Total Standardized Costs,PAC: SNF Per Capita Standardized Costs,PAC: SNF Per User Standardized Costs,# PAC: SNF Users (with a covered stay),% of Beneficiaries Using PAC: SNF,PAC: SNF Covered Stays Per 1000 Beneficiaries,PAC: SNF Covered Days Per 1000 Beneficiaries,PAC: HH Actual Costs,PAC: HH Actual Costs as % of Total Actual Costs,PAC: HH Per Capita Actual Costs,PAC: HH Per User Actual Costs,PAC: HH Standardized Costs,PAC: HH Standardized Costs as % of Total Standardized Costs,PAC: HH Per Capita Standardized Costs,PAC: HH Per User Standardized Costs,# PAC: HH Users,% of Beneficiaries Using PAC: HH,PAC: HH Episodes Per 1000 Beneficiaries,PAC: HH Visits Per 1000 Beneficiaries,Hospice Actual Costs,Hospice Actual Costs as % of Total Actual Costs,Hospice Per Capita Actual Costs,Hospice Per User Actual Costs,Hospice Standardized Costs,Hospice Standardized Costs as % of Total Standardized Costs,Hospice Per Capita Standardized Costs,Hospice Per User Standardized Costs,# Hospice Users (with a covered stay),% of Beneficiaries Using Hospice,Hospice Covered Stays Per 1000 Beneficiaries,Hospice Covered Days Per 1000 Beneficiaries,OP Actual Costs,OP Actual Costs as % of Total Actual Costs,OP Per Capita Actual Costs,OP Per User Actual Costs,OP Standardized Costs,OP Standardized Costs as % of Total Standardized Costs,OP Per Capita Standardized Costs,OP Per User Standardized Costs,# OP Users,% of Beneficiaries Using OP,OP Visits Per 1000 Beneficiaries,FQHC/RHC Actual Costs,FQHC/RHC Actual Costs as % of Total Actual Costs,FQHC/RHC Per Capita Actual Costs,FQHC/RHC Per User Actual Costs,FQHC/RHC Standardized Costs,FQHC/RHC Standardized Costs as % of Total Standardized Costs,FQHC/RHC Per Capita Standardized Costs,FQHC/RHC Per User Standardized Costs,# FQHC/RHC Users,% of Beneficiaries Using FQHC/RHC,FQHC/RHC Visits Per 1000 Beneficiaries,Outpatient Dialysis Facility Actual Costs,Outpatient Dialysis Facility Actual Costs as % of Total Actual Costs,Outpatient Dialysis Facility Per Capita Actual Costs,Outpatient Dialysis Facility Per User Actual Costs,Outpatient Dialysis Facility Standardized Costs,Outpatient Dialysis Facility Standardized Costs as % of Total Standardized Costs,Outpatient Dialysis Facility Per Capita Standardized Costs,Outpatient Dialysis Facility Per User Standardized Costs,# Outpatient Dialysis Facility Users,% of Beneficiaries Using Outpatient Dialysis Facility,Outpatient Dialysis Facility Events Per 1000 Beneficiaries,ASC Actual Costs,ASC Actual Costs as % of Total Actual Costs,ASC Per Capita Actual Costs,ASC Per User Actual Costs,ASC Standardized Costs,ASC Standardized Costs as % of Total Standardized Costs,ASC Per Capita Standardized Costs,ASC Per User Standardized Costs,# ASC Users,% of Beneficiaries Using ASC,ASC Events Per 1000 Beneficiaries,E&M Actual Costs,E&M Actual Costs as % of Total Actual Costs,E&M Per Capita Actual Costs,E&M Per User Actual Costs,E&M Standardized Costs,E&M Standardized Costs as % of Total Standardized Costs,E&M Per Capita Standardized Costs,E&M Per User Standardized Costs,# E&M Users,% of Beneficiaries Using E&M,E&M Events Per 1000 Beneficiaries,Procedures Actual Costs,Procedures Actual Costs as % of Total Actual Costs,Procedures Per Capita Actual Costs,Procedures Per User Actual Costs,Procedures Standardized Costs,Procedures Standardized Costs as % of Total Standardized Costs,Procedures Per Capita Standardized Costs,Procedures Per User Standardized Costs,# Procedure Users,% of Beneficiaries Using Procedures,Procedure Events Per 1000 Beneficiaries,Imaging Actual Costs,Imaging Actual Costs as % of Total Actual Costs,Imaging Per Capita Actual Costs,Imaging Per User Actual Costs,Imaging Standardized Costs,Imaging Standardized Costs as % of Total Standardized Costs,Imaging Per Capita Standardized Costs,Imaging Per User Standardized Costs,# Imaging Users,% of Beneficiaries Using Imaging,Imaging Events Per 1000 Beneficiaries,DME Actual Costs,DME Actual Costs as % of Total Actual Costs,DME Per Capita Actual Costs,DME Per User Actual Costs,DME Standardized Costs,DME Standardized Costs as % of Total Standardized Costs,DME Per Capita Standardized Costs,DME Per User Standardized Costs,# DME Users,% of Beneficiaries Using DME,DME Events Per 1000 Beneficiaries,Tests Actual Costs,Tests Actual Costs as % of Total Actual Costs,Tests Per Capita Actual Costs,Tests Per User Actual Costs,Tests Standardized Costs,Tests Standardized Costs as % of Total Standardized Costs,Tests Per Capita Standardized Costs,Tests Per User Standardized Costs,# Test Users,% of Beneficiaries Using Tests,Test Events Per 1000 Beneficiaries,Part B Drugs Actual Costs,Part B Drugs Actual Costs as % of Total Actual Costs,Part B Drugs Per Capita Actual Costs,Part B Drugs Per User Actual Costs,Part B Drugs Standardized Costs,Part B Drugs Standardized Costs as % of Total Standardized Costs,Part B Drugs Per Capita Standardized Costs,Part B Drugs Per User Standardized Costs,# Part B Drugs Users,% of Beneficiaries Using Part B Drugs,Ambulance Actual Costs,Ambulance Actual Costs as % of Total Actual Costs,Ambulance Per Capita Actual Costs,Ambulance Per User Actual Costs,Ambulance Standardized Costs,Ambulance Standardized Costs as % of Total Standardized Costs,Ambulance Per Capita Standardized Costs,Ambulance Per User Standardized Costs,# Ambulance Users,% of Beneficiaries Using Ambulance,Ambulance Events Per 1000 Beneficiaries,Number of Acute Hospital Readmissions,Hospital Readmission Rate,Emergency Department Visits,Emergency Department Visits per 1000 Beneficiaries
158,YAKIMA,530772010.0,201053077.0,2010,53077,$205279803.00,$192613249.00,$220893733.00,$7594.00,$7125.00,$8171.00,$77119917.00,37.6%,$2853.00,$15199.00,$62196544.00,32.3%,$2301.00,$12258.00,"* 5,074",18.8%,286,1283,$781275.00,0.4%,$29.00,$71025.00,$716570.00,0.4%,$27.00,$65143.00,11.0,0%,0.0,15.0,$3189600.00,1.6%,$118.00,$17335.00,$3059520.00,1.6%,$113.00,$16628.00,184.0,0.7%,7.0,85.0,$16349683.00,8%,$605.00,$14405.00,$16588787.00,8.6%,$614.00,$14616.00,1135,4.2%,54,1536,$5796810.00,2.8%,$214.00,$4195.00,$5801410.00,3%,$215.00,$4198.00,1382.0,5.1%,70.0,1112.0,$6015918.00,2.9%,$223.00,$9033.00,$5826613.00,3%,$216.00,$8749.00,666.0,2.5%,25.0,1468.0,$29739992.00,14.5%,$1100.00,$1669.00,$29896132.00,15.5%,$1106.00,$1678.00,17817,65.9%,4329,$3116504.00,1.5%,$115.00,$441.00,$3126210.00,1.6%,$116.00,$442.00,7067,26.1%,1190,$4260113.00,2.1%,$158.00,$20383.00,$4266447.00,2.2%,$158.00,$20414.00,209.0,0.8%,"* 1,020",$3114896.00,1.5%,$115.00,$747.00,$3253667.00,1.7%,120.36,780.26,4170,15.4%,318,$16213122.00,7.9%,$600.00,$695.00,$17027789.00,8.8%,$630.00,$730.00,23339,86.3%,9984,$12523471.00,6.1%,$463.00,$841.00,$13136418.00,6.8%,$486.00,$882.00,14891,55.1%,4036,$5391539.00,2.6%,$199.00,$309.00,$5701887.00,3%,$211.00,$326.00,17472,64.6%,3527,$6172196.00,3%,$228.00,$715.00,$6213362.00,3.2%,$230.00,$720.00,8634,31.9%,2265,$5830668.00,2.8%,$216.00,$274.00,$6004134.00,3.1%,$222.00,$282.00,21290,78.8%,9149,$5392744.00,2.6%,$199.00,$429.00,$5392744.00,2.8%,$199.00,$429.00,12580,46.5%,$2360385.00,1.2%,$87.00,$786.00,$2431188.00,1.3%,$90.00,$809.00,3004,11.1%,248,1306.0,17.2%,21568,798
159,STATE TOTAL,0.0,2011.0,2011,.,$5449409822.00,$4920053902.00,$5661000960.00,$7832.00,$7072.00,$8136.00,$1920927145.00,35.3%,$2761.00,$17349.00,$1498368014.00,30.5%,$2154.00,$13532.00,"* 110,724",15.9%,242,1166,$26112735.00,0.5%,$38.00,$57015.00,$24310393.00,0.5%,$35.00,$53079.00,458.0,0.1%,1.0,22.0,$71054752.00,1.3%,$102.00,$19569.00,$63202540.00,1.3%,$91.00,$17406.00,3631.0,0.5%,6.0,68.0,$531226810.00,9.8%,$764.00,$17392.00,$501474977.00,10.2%,$721.00,$16418.00,30545,4.4%,58,1541,$175697679.00,3.2%,$253.00,$4450.00,$166202893.00,3.4%,$239.00,$4209.00,39485.0,5.7%,86.0,1217.0,$149085060.00,2.7%,$214.00,$9612.00,$135978553.00,2.8%,$195.00,$8767.00,15511.0,2.2%,23.0,1257.0,$788969304.00,14.5%,$1134.00,$1833.00,$726822923.00,14.8%,$1045.00,$1689.00,430400,61.9%,4144,$55788082.00,1%,$80.00,$464.00,$56591993.00,1.2%,$81.00,$471.00,120152,17.3%,806,$128085630.00,2.4%,$184.00,$23442.00,$122887731.00,2.5%,$177.00,$22490.00,5464.0,0.8%,"* 1,014",$70465858.00,1.3%,$101.00,$818.00,$68043404.00,1.4%,97.8,789.73,86160,12.4%,200,$449037212.00,8.2%,$645.00,$765.00,$466687832.00,9.5%,$671.00,$796.00,586607,84.3%,9882,$361988508.00,6.6%,$520.00,$932.00,$367615504.00,7.5%,$528.00,$947.00,388313,55.8%,4067,$142072112.00,2.6%,$204.00,$321.00,$141691032.00,2.9%,$204.00,$320.00,442927,63.7%,3418,$135802579.00,2.5%,$195.00,$725.00,$137377162.00,2.8%,$197.00,$734.00,187239,26.9%,1739,$134023282.00,2.5%,$193.00,$263.00,$136267892.00,2.8%,$196.00,$267.00,510038,73.3%,7776,$178625948.00,3.3%,$257.00,$541.00,$179429514.00,3.7%,$258.00,$544.00,330140,47.4%,$69121925.00,1.3%,$99.00,$880.00,$65721523.00,1.3%,$94.00,$837.00,78507,11.3%,272,27362.0,16.8%,413067,594
160,ADAMS,530012011.0,201153001.0,2011,53001,$11018519.00,$9766528.00,$12465944.00,$8043.00,$7129.00,$9099.00,$3481749.00,31.6%,$2541.00,$16739.00,$2747376.00,28.1%,$2005.00,$13209.00,* 208,15.2%,206,887,$0.00,0%,$0.00,$0.00,$0.00,0%,$0.00,$0.00,0.0,0%,0.0,0.0,$209212.00,1.9%,$153.00,$16093.00,$191447.00,2%,$140.00,$14727.00,13.0,1%,10.0,109.0,$1100815.00,10%,$804.00,$21585.00,$1075678.00,11%,$785.00,$21092.00,51,3.7%,45,1492,$179175.00,1.6%,$131.00,$3657.00,$174575.00,1.8%,$127.00,$3563.00,49.0,3.6%,52.0,638.0,$393826.00,3.6%,$287.00,$11934.00,$373496.00,3.8%,$273.00,$11318.00,33.0,2.4%,25.0,1822.0,$1977610.00,18%,$1444.00,$2335.00,$1535817.00,15.7%,$1121.00,$1813.00,847,61.8%,3112,$323436.00,2.9%,$236.00,$426.00,$329250.00,3.4%,$240.00,$434.00,759,55.4%,2355,,,,,,,,,,,,$116322.00,1.1%,$85.00,$692.00,$115348.00,1.2%,84.2,686.6,168,12.3%,198,$654923.00,5.9%,$478.00,$579.00,$688276.00,7%,$502.00,$608.00,1132,82.6%,7390,$753411.00,6.8%,$550.00,$1063.00,$780051.00,8%,$569.00,$1100.00,709,51.7%,3603,$313096.00,2.8%,$229.00,$345.00,$318047.00,3.3%,$232.00,$350.00,908,66.3%,3370,$303536.00,2.8%,$222.00,$687.00,$308567.00,3.2%,$225.00,$698.00,442,32.3%,2141,$272012.00,2.5%,$199.00,$252.00,$280204.00,2.9%,$205.00,$260.00,1078,78.7%,9069,$498789.00,4.5%,$364.00,$808.00,$500087.00,5.1%,$365.00,$811.00,617,45%,$128439.00,1.2%,$94.00,$1694.00,$36961.00,0.4%,$27.00,$487.00,76,5.5%,85,31.0,11%,670,489
161,ASOTIN,530032011.0,201153003.0,2011,53003,$34935391.00,$31039155.00,$36160535.00,$7958.00,$7070.00,$8237.00,$13262257.00,38%,$3021.00,$19765.00,$9548283.00,30.8%,$2175.00,$14230.00,* 671,15.3%,217,1156,,,,,,,,,,,,,,,,,,,,,,,,,$3377723.00,9.7%,$769.00,$14133.00,$3584113.00,11.6%,$816.00,$14996.00,239,5.4%,70,1708,$339906.00,1%,$77.00,$3237.00,$355149.00,1.1%,$81.00,$3382.00,105.0,2.4%,37.0,419.0,$204707.00,0.6%,$47.00,$5533.00,$204521.00,0.7%,$47.00,$5528.00,37.0,0.8%,9.0,311.0,$7004315.00,20.1%,$1596.00,$2177.00,$6353532.00,20.5%,$1447.00,$1975.00,3217,73.3%,4969,$91403.00,0.3%,$21.00,$446.00,$93967.00,0.3%,$21.00,$458.00,205,4.7%,233,$607200.00,1.7%,$138.00,$20240.00,$622122.00,2%,$142.00,$20737.00,30.0,0.7%,* 717,$792648.00,2.3%,$181.00,$806.00,$834485.00,2.7%,190.09,848.05,984,22.4%,405,$2172753.00,6.2%,$495.00,$565.00,$2329987.00,7.5%,$531.00,$606.00,3846,87.6%,8671,$2543349.00,7.3%,$579.00,$975.00,$2665551.00,8.6%,$607.00,$1022.00,2608,59.4%,4836,$638683.00,1.8%,$145.00,$210.00,$664716.00,2.1%,$151.00,$218.00,3048,69.4%,3836,$979878.00,2.8%,$223.00,$719.00,$998374.00,3.2%,$227.00,$732.00,1363,31.1%,2302,$1087680.00,3.1%,$248.00,$315.00,$1103399.00,3.6%,$251.00,$320.00,3448,78.5%,9908,$658908.00,1.9%,$150.00,$299.00,$668939.00,2.2%,$152.00,$303.00,2207,50.3%,$562068.00,1.6%,$128.00,$1136.00,$396395.00,1.3%,$90.00,$801.00,495,11.3%,256,131.0,14.4%,3818,870
162,BENTON,530052011.0,201153005.0,2011,53005,$163239820.00,$155297435.00,$180448826.00,$7799.00,$7419.00,$8621.00,$54035189.00,33.1%,$2582.00,$16310.00,$45081976.00,29%,$2154.00,$13608.00,"* 3,313",15.8%,238,1116,$1235871.00,0.8%,$59.00,$53734.00,$1361874.00,0.9%,$65.00,$59212.00,23.0,0.1%,1.0,31.0,$4189416.00,2.6%,$200.00,$16625.00,$3992369.00,2.6%,$191.00,$15843.00,252.0,1.2%,12.0,121.0,$12022464.00,7.4%,$574.00,$17424.00,$12220242.00,7.9%,$584.00,$17711.00,690,3.3%,45,1312,$5328154.00,3.3%,$255.00,$5454.00,$5407131.00,3.5%,$258.00,$5534.00,977.0,4.7%,77.0,1306.0,$4433658.00,2.7%,$212.00,$9142.00,$4241395.00,2.7%,$203.00,$8745.00,485.0,2.3%,24.0,1329.0,$23183216.00,14.2%,$1108.00,$1563.00,$22313624.00,14.4%,$1066.00,$1505.00,14828,70.8%,4772,$780560.00,0.5%,$37.00,$405.00,$785244.00,0.5%,$38.00,$408.00,1925,9.2%,391,$3262426.00,2%,$156.00,$23303.00,$3260230.00,2.1%,$156.00,$23287.00,140.0,0.7%,* 887,$2730270.00,1.7%,$130.00,$864.00,$2759228.00,1.8%,131.82,873.45,3159,15.1%,264,$15148834.00,9.3%,$724.00,$816.00,$16067751.00,10.4%,$768.00,$865.00,18574,88.7%,11295,$12373692.00,7.6%,$591.00,$990.00,$12932155.00,8.3%,$618.00,$1034.00,12503,59.7%,4891,$3344173.00,2.1%,$160.00,$235.00,$3421589.00,2.2%,$163.00,$241.00,14201,67.9%,3319,$4673033.00,2.9%,$223.00,$758.00,$4725811.00,3%,$226.00,$767.00,6162,29.4%,1885,$5857704.00,3.6%,$280.00,$343.00,$6016089.00,3.9%,$287.00,$352.00,17084,81.6%,10978,$7637542.00,4.7%,$365.00,$697.00,$7675422.00,4.9%,$367.00,$701.00,10956,52.3%,$1864269.00,1.1%,$89.00,$900.00,$1878807.00,1.2%,$90.00,$907.00,2071,9.9%,251,808.0,16.6%,14421,689
163,CHELAN,530072011.0,201153007.0,2011,53007,$62130399.00,$57181413.00,$76866816.00,$7141.00,$6573.00,$8835.00,$19160100.00,30.8%,$2202.00,$15194.00,$15215948.00,26.6%,$1749.00,$12067.00,"* 1,261",14.5%,203,921,,,,,,,,,,,,,$579371.00,0.9%,$67.00,$16553.00,$556945.00,1%,$64.00,$15913.00,35.0,0.4%,4.0,44.0,$5983958.00,9.6%,$688.00,$18244.00,$6046031.00,10.6%,$695.00,$18433.00,328,3.8%,47,1174,$1383432.00,2.2%,$159.00,$3247.00,$1429762.00,2.5%,$164.00,$3356.00,426.0,4.9%,68.0,818.0,$1524299.00,2.5%,$175.00,$7738.00,$1496835.00,2.6%,$172.00,$7598.00,197.0,2.3%,23.0,1161.0,$14388718.00,23.2%,$1654.00,$2166.00,$13017738.00,22.8%,$1496.00,$1959.00,6644,76.4%,5918,$3915759.00,6.3%,$450.00,$625.00,$4012474.00,7%,$461.00,$640.00,6270,72.1%,4165,$995360.00,1.6%,$114.00,$24884.00,$1006135.00,1.8%,$116.00,$25153.00,40.0,0.5%,* 701,$245058.00,0.4%,$28.00,$793.00,$240414.00,0.4%,27.63,778.04,309,3.6%,52,$3036809.00,4.9%,$349.00,$445.00,$3187599.00,5.6%,$366.00,$467.00,6822,78.4%,5662,$4068069.00,6.6%,$468.00,$882.00,$4196822.00,7.3%,$482.00,$910.00,4610,53%,3173,$1202100.00,1.9%,$138.00,$223.00,$1223745.00,2.1%,$141.00,$228.00,5379,61.8%,2799,$1816835.00,2.9%,$209.00,$723.00,$1843386.00,3.2%,$212.00,$734.00,2512,28.9%,1986,$1317156.00,2.1%,$151.00,$203.00,$1347418.00,2.4%,$155.00,$208.00,6482,74.5%,8882,$600219.00,1%,$69.00,$210.00,$610263.00,1.1%,$70.00,$214.00,2856,32.8%,$777793.00,1.3%,$89.00,$1001.00,$613026.00,1.1%,$70.00,$789.00,777,8.9%,198,197.0,11.6%,5569,640
164,CLALLAM,530092011.0,201153009.0,2011,53009,$125444618.00,$114933544.00,$152780965.00,$6655.00,$6098.00,$8106.00,$41858763.00,33.4%,$2221.00,$15063.00,$33531732.00,29.2%,$1779.00,$12066.00,"* 2,779",14.7%,206,909,,,,,,,,,,,,,$653175.00,0.5%,$35.00,$18144.00,$576661.00,0.5%,$31.00,$16018.00,36.0,0.2%,2.0,21.0,$13368542.00,10.7%,$709.00,$17073.00,$12956004.00,11.3%,$687.00,$16547.00,783,4.2%,52,1468,$4125280.00,3.3%,$219.00,$3870.00,$4002992.00,3.5%,$212.00,$3755.00,1066.0,5.7%,81.0,1178.0,$1268375.00,1%,$67.00,$8400.00,$1188038.00,1%,$63.00,$7868.00,151.0,0.8%,8.0,412.0,$26111389.00,20.8%,$1385.00,$1631.00,$24268596.00,21.1%,$1288.00,$1516.00,16009,84.9%,7423,$2649705.00,2.1%,$141.00,$429.00,$2918624.00,2.5%,$155.00,$473.00,6172,32.7%,1725,$1321193.00,1.1%,$70.00,$23179.00,$1298577.00,1.1%,$69.00,$22782.00,57.0,0.3%,* 472,$1845961.00,1.5%,$98.00,$1008.00,$1823619.00,1.6%,96.75,995.43,1832,9.7%,171,$9346339.00,7.4%,$496.00,$576.00,$9826732.00,8.6%,$521.00,$605.00,16237,86.1%,8338,$8721457.00,7%,$463.00,$823.00,$8888342.00,7.7%,$472.00,$839.00,10595,56.2%,3189,$2085087.00,1.7%,$111.00,$171.00,$2097129.00,1.8%,$111.00,$172.00,12221,64.8%,3071,$3054577.00,2.4%,$162.00,$605.00,$3116256.00,2.7%,$165.00,$617.00,5049,26.8%,1591,$2175232.00,1.7%,$115.00,$184.00,$2199507.00,1.9%,$117.00,$186.00,11836,62.8%,3176,$2590021.00,2.1%,$137.00,$293.00,$2612226.00,2.3%,$139.00,$295.00,8845,46.9%,$2529150.00,2%,$134.00,$1174.00,$1892388.00,1.7%,$100.00,$879.00,2154,11.4%,285,506.0,13.4%,9562,507
165,CLARK,530112011.0,201153011.0,2011,53011,$226434609.00,$204895646.00,$221147159.00,$7974.00,$7215.00,$7787.00,$91828378.00,40.6%,$3234.00,$17845.00,$73152280.00,35.7%,$2576.00,$14215.00,"* 5,146",18.1%,297,1306,$2867908.00,1.3%,$101.00,$62346.00,$2572784.00,1.3%,$91.00,$55930.00,46.0,0.2%,2.0,59.0,$1996114.00,0.9%,$70.00,$24343.00,$1693291.00,0.8%,$60.00,$20650.00,82.0,0.3%,3.0,43.0,$17338537.00,7.7%,$611.00,$16025.00,$15922539.00,7.8%,$561.00,$14716.00,1082,3.8%,50,1244,$8133423.00,3.6%,$286.00,$4938.00,$7475139.00,3.7%,$263.00,$4539.00,1647.0,5.8%,94.0,1348.0,$7150875.00,3.2%,$252.00,$9509.00,$6329955.00,3.1%,$223.00,$8417.00,752.0,2.7%,27.0,1429.0,$25242817.00,11.2%,$889.00,$1614.00,$23951981.00,11.7%,$843.00,$1532.00,15636,55.1%,3500,$491868.00,0.2%,$17.00,$335.00,$464135.00,0.2%,$16.00,$316.00,1468,5.2%,188,$6125229.00,2.7%,$216.00,$24501.00,$5770323.00,2.8%,$203.00,$23081.00,250.0,0.9%,"* 1,141",$2482320.00,1.1%,$87.00,$856.00,$2348098.00,1.2%,82.69,809.97,2899,10.2%,155,$19665788.00,8.7%,$693.00,$845.00,$20959335.00,10.2%,$738.00,$900.00,23284,82%,10539,$13360731.00,5.9%,$470.00,$866.00,$13807510.00,6.7%,$486.00,$894.00,15437,54.4%,3841,$5522356.00,2.4%,$194.00,$319.00,$5620184.00,2.7%,$198.00,$324.00,17325,61%,3364,$5872632.00,2.6%,$207.00,$756.00,$5937551.00,2.9%,$209.00,$765.00,7763,27.3%,1813,$4846192.00,2.1%,$171.00,$242.00,$5033293.00,2.5%,$177.00,$251.00,20054,70.6%,7534,$8048104.00,3.6%,$283.00,$623.00,$8079123.00,3.9%,$285.00,$625.00,12927,45.5%,$2883905.00,1.3%,$102.00,$794.00,$3153113.00,1.5%,$111.00,$868.00,3633,12.8%,294,1693.0,20%,18844,664
166,COLUMBIA,530132011.0,201153013.0,2011,53013,$7093975.00,$6333537.00,$7561307.00,$7467.00,$6667.00,$7959.00,$1602400.00,22.6%,$1687.00,$11612.00,$1401739.00,22.1%,$1476.00,$10158.00,* 138,14.5%,186,713,,,,,,,,,0.0,0%,0.0,0.0,,,,,,,,,,,,,$1301237.00,18.3%,$1370.00,$31737.00,$1279674.00,20.2%,$1347.00,$31212.00,41,4.3%,51,1162,$89361.00,1.3%,$94.00,$4062.00,$87100.00,1.4%,$92.00,$3959.00,22.0,2.3%,33.0,592.0,$160240.00,2.3%,$169.00,$12326.00,$149789.00,2.4%,$158.00,$11522.00,13.0,1.4%,15.0,1067.0,$1752739.00,24.7%,$1845.00,$2369.00,$1268842.00,20%,$1336.00,$1715.00,740,77.9%,7876,$398539.00,5.6%,$420.00,$691.00,$390582.00,6.2%,$411.00,$677.00,577,60.7%,3595,$202615.00,2.9%,$213.00,$18420.00,$200976.00,3.2%,$212.00,$18271.00,11.0,1.2%,"* 1,443",$85175.00,1.2%,$90.00,$990.00,$87091.00,1.4%,91.67,1012.69,86,9%,157,$356052.00,5%,$375.00,$462.00,$381543.00,6%,$402.00,$496.00,770,81.1%,6314,$370615.00,5.2%,$390.00,$777.00,$382035.00,6%,$402.00,$801.00,477,50.2%,2397,$124280.00,1.8%,$131.00,$198.00,$125358.00,2%,$132.00,$200.00,628,66.1%,2898,$188194.00,2.7%,$198.00,$727.00,$190641.00,3%,$201.00,$736.00,259,27.3%,2155,$124344.00,1.8%,$131.00,$214.00,$126538.00,2%,$133.00,$217.00,582,61.3%,3473,$121298.00,1.7%,$128.00,$433.00,$122543.00,1.9%,$129.00,$438.00,280,29.5%,$137265.00,1.9%,$144.00,$1453.00,$66592.00,1.1%,$70.00,$705.00,95,10%,198,22.0,12.7%,473,498
167,COWLITZ,530152011.0,201153015.0,2011,53015,$92002181.00,$82390144.00,$89595471.00,$8335.00,$7464.00,$8117.00,$35128400.00,38.2%,$3183.00,$17886.00,$26282827.00,31.9%,$2381.00,$13382.00,"* 1,964",17.8%,268,1296,,,,,,,,,,,,,$332966.00,0.4%,$30.00,$19586.00,$286748.00,0.4%,$26.00,$16868.00,17.0,0.2%,2.0,18.0,$7872137.00,8.6%,$713.00,$17263.00,$7754532.00,9.4%,$703.00,$17006.00,456,4.1%,54,1566,$2506891.00,2.7%,$227.00,$3992.00,$2468452.00,3%,$224.00,$3931.00,628.0,5.7%,92.0,1281.0,$3064719.00,3.3%,$278.00,$7960.00,$2858070.00,3.5%,$259.00,$7424.00,385.0,3.5%,36.0,1506.0,$18286073.00,19.9%,$1657.00,$2215.00,$17355922.00,21.1%,$1572.00,$2102.00,8256,74.8%,7868,$330000.00,0.4%,$30.00,$352.00,$322326.00,0.4%,$29.00,$344.00,938,8.5%,339,$1789286.00,1.9%,$162.00,$22649.00,$1762561.00,2.1%,$160.00,$22311.00,79.0,0.7%,* 960,$688171.00,0.8%,$62.00,$945.00,$672542.00,0.8%,60.93,923.82,728,6.6%,102,$6726450.00,7.3%,$609.00,$712.00,$7194373.00,8.7%,$652.00,$762.00,9444,85.6%,10171,$4916206.00,5.3%,$445.00,$812.00,$5070114.00,6.2%,$459.00,$837.00,6056,54.9%,3449,$1853902.00,2%,$168.00,$252.00,$1879041.00,2.3%,$170.00,$256.00,7347,66.6%,3486,$2881277.00,3.1%,$261.00,$851.00,$2906906.00,3.5%,$263.00,$859.00,3386,30.7%,2312,$1576777.00,1.7%,$143.00,$217.00,$1611214.00,2%,$146.00,$222.00,7273,65.9%,5123,$1405078.00,1.5%,$127.00,$315.00,$1421210.00,1.7%,$129.00,$319.00,4454,40.4%,$1168929.00,1.3%,$106.00,$817.00,$1129148.00,1.4%,$102.00,$790.00,1430,13%,279,438.0,15%,7468,677
